id,name,city,video,time_of_day,start_time,end_time
1624,Phoenix6,Phoenix,jV3HuUXvdgk,1,22,1285
1624,Phoenix7,Phoenix,1Mh4YJZWCNc,1,22,1341
1624,Phoenix8,Phoenix,OnnLSTL0D0c,0,25,2192
1624,Phoenix9,Phoenix,5JclCdNo2xs,0,25,2514
1624,Phoenix10,Phoenix,s0cvejP5DQM,1,26,1101
1624,Phoenix11,Phoenix,lJXijg2MRzw,0,23,648
1624,Phoenix12,Phoenix,AAL1wXLeuYg,0,0,847
1624,Phoenix13,Phoenix,S3LI3N7GBvU,1,0,1352
1624,Phoenix14,Phoenix,oYfMh7hUC_A,0,0,1004
1624,Phoenix15,Phoenix,pOQOcS3J5is,0,25,2021
1624,Phoenix16,Phoenix,itAsd_KK6mM,0,25,1841
1624,Phoenix17,Phoenix,10tGk0u93qQ,1,23,1180
1625,Cupertino1,Cupertino,Jzx-1wTsZpA,0,26,1380
1625,Cupertino2,Cupertino,heNSNhga6Ls,1,27,1704
1625,Cupertino3,Cupertino,5y-fL17yvSc,0,0,1007
1626,Cortlandt1,Cortlandt,piq5uhDdino,0,0,1290
1627,Peekskill1,Peekskill,piq5uhDdino,0,0,1290
1628,Cold Spring1,Cold Spring,ebktu6V4IIs,0,30,865
1630,Dalton1,Dalton,L7c48ZYeiqM,0,22,1840
1631,Winder1,Winder,cTv_HUVOZiE,0,0,1680
1632,Blairsville1,Blairsville,xKntiwsxWg4,0,13,825
1633,Melbourne1,Melbourne,jYC9LnY07Ic,0,0,1300
1634,Lancaster1,Lancaster,l_ws4vrtQD0,0,10,3671
1635,Plymouth1,Plymouth,SBQT1RrxWgg,0,0,2190
1636,Avon Park1,Avon Park,TFHwukJs0Y8,0,0,1448
